time,temperature_2m_max,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_max,sunshine_duration,city,month,is_flowering_colza,is_flowering_tournesol,is_flowering_lavande,is_flowering_pommiers,activity_score_colza,activity_score_tournesol,activity_score_lavande,activity_score_pommiers
2017-08-23,26.0,0.0,18.3,96,36189.72,Orleans,8,0,1,0,0,0,2,0,0
2017-08-24,25.8,0.0,16.9,84,35424.34,Orleans,8,0,1,0,0,0,2,0,0
2017-08-25,25.7,13.3,14.3,92,35371.35,Orleans,8,0,1,0,0,0,1,0,0
2017-08-26,28.0,0.0,10.9,100,42445.93,Orleans,8,0,1,0,0,0,2,0,0
2017-08-27,29.1,8.3,10.7,96,43239.9,Orleans,8,0,1,0,0,0,1,0,0
2017-08-28,30.1,0.0,14.1,91,43939.41,Orleans,8,0,1,0,0,0,2,0,0
2017-08-29,33.2,0.0,13.1,83,43924.07,Orleans,8,0,1,0,0,0,1,0,0
2017-08-30,24.5,3.0,19.1,93,14900.09,Orleans,8,0,1,0,0,0,1,0,0
2017-08-31,19.4,0.2,19.4,89,43335.25,Orleans,8,0,1,0,0,0,1,0,0
2017-09-01,20.4,0.3,14.5,91,40677.02,Orleans,9,0,0,0,0,0,0,0,0
2017-09-02,20.1,0.0,17.1,93,39600.0,Orleans,9,0,0,0,0,0,0,0,0
2017-09-03,20.9,0.0,11.0,94,18508.27,Orleans,9,0,0,0,0,0,0,0,0
2017-09-04,23.1,0.1,13.4,78,14400.0,Orleans,9,0,0,0,0,0,0,0,0
2017-09-05,22.8,0.7,20.9,97,16844.46,Orleans,9,0,0,0,0,0,0,0,0
2017-09-06,18.8,0.2,19.5,85,22182.5,Orleans,9,0,0,0,0,0,0,0,0
2017-09-07,19.4,0.8,20.8,91,23749.74,Orleans,9,0,0,0,0,0,0,0,0
2017-09-08,19.4,7.1,30.7,91,1490.55,Orleans,9,0,0,0,0,0,0,0,0
2017-09-09,16.7,18.8,32.2,93,42223.87,Orleans,9,0,0,0,0,0,0,0,0
2017-09-10,18.4,0.6,23.2,97,28806.17,Orleans,9,0,0,0,0,0,0,0,0
2017-09-11,17.3,2.6,31.2,90,40697.8,Orleans,9,0,0,0,0,0,0,0,0
2017-09-12,17.8,0.2,23.7,86,29328.93,Orleans,9,0,0,0,0,0,0,0,0
2017-09-13,19.5,15.1,36.5,94,1939.4,Orleans,9,0,0,0,0,0,0,0,0
2017-09-14,16.7,15.7,30.4,91,41266.8,Orleans,9,0,0,0,0,0,0,0,0
2017-09-15,16.1,0.4,15.9,97,41517.75,Orleans,9,0,0,0,0,0,0,0,0
2017-09-16,15.6,0.3,12.5,100,38191.95,Orleans,9,0,0,0,0,0,0,0,0
2017-09-17,14.3,5.0,9.8,98,26740.82,Orleans,9,0,0,0,0,0,0,0,0
2017-09-18,16.5,0.3,17.1,99,37060.33,Orleans,9,0,0,0,0,0,0,0,0
2017-09-19,15.8,4.3,12.6,97,20619.24,Orleans,9,0,0,0,0,0,0,0,0
2017-09-20,17.1,0.0,8.3,100,22979.09,Orleans,9,0,0,0,0,0,0,0,0
2017-09-21,20.5,0.0,10.1,91,39224.02,Orleans,9,0,0,0,0,0,0,0,0
2017-09-22,18.1,1.4,10.4,97,33721.42,Orleans,9,0,0,0,0,0,0,0,0
2017-09-23,20.1,0.0,11.5,100,34899.6,Orleans,9,0,0,0,0,0,0,0,0
2017-09-24,23.1,0.0,9.2,96,38898.99,Orleans,9,0,0,0,0,0,0,0,0
2017-09-25,19.8,0.5,9.7,93,12779.47,Orleans,9,0,0,0,0,0,0,0,0
2017-09-26,18.7,0.9,11.4,100,17819.61,Orleans,9,0,0,0,0,0,0,0,0
2017-09-27,19.9,0.2,10.2,100,10911.31,Orleans,9,0,0,0,0,0,0,0,0
2017-09-28,22.8,1.7,13.0,93,33125.32,Orleans,9,0,0,0,0,0,0,0,0
2017-09-29,24.7,4.9,14.6,93,36890.68,Orleans,9,0,0,0,0,0,0,0,0
